AT,SR,RH,WV,AP
9.49,181.304,87.63,0.00,696.27
10.24,234.165,87.43,0.00,696.65
10.86,194.9,85.71,0.00,696.69
13.03,145.02,71.29,0.00,696.26
12.74,126.029,67.18,0.00,695.93
8.87,0,87.69,0.00,695.85
8.70,3.195,89.92,0.00,695.09
8.53,54.716,91.34,0.00,694.64
8.40,230.268,93.09,0.00,694.63
8.54,580.501,91.77,0.00,694.95
8.60,504.715,91.30,0.00,695.35
9.29,308.527,87.85,0.00,695.91
11.75,381.085,71.60,0.00,696.42
13.95,257.119,63.53,0.00,696.56
14.49,624.93,64.06,0.00,696.31
14.23,381.334,64.33,0.00,695.98
15.86,106.414,57.86,0.00,695.10
8.88,0,93.82,0.00,695.41
8.21,5.167,93.59,0.00,694.62
6.77,75.852,94.24,0.00,694.40
6.38,195.14,93.09,0.00,694.58
6.15,399.941,93.01,0.00,694.76
6.83,492.08,92.57,0.00,694.97
8.25,285.997,90.13,0.00,695.58
9.19,363.603,91.58,0.00,696.22
11.07,1083.264,80.05,0.00,696.52
13.57,806.701,65.25,0.00,696.28
14.10,380.257,62.82,0.00,695.71
14.93,201.146,61.33,0.00,694.98
7.58,0,98.23,0.00,694.32
6.85,12.963,96.65,0.00,693.90
5.50,216.672,93.62,0.00,693.60
5.01,469.608,92.54,0.00,693.52
4.52,761.318,91.74,0.00,693.89
4.01,948.045,91.34,0.00,694.30
6.32,1085.807,86.36,0.00,694.83
9.80,1018.398,81.96,0.00,695.47
11.82,1000.964,77.42,0.00,695.78
14.21,179.925,70.36,0.00,695.61
15.60,249.068,69.65,0.00,695.18
16.10,114.306,67.36,0.00,694.35
9.75,0,96.97,0.00,693.51
9.41,3.144,97.71,0.00,693.16
8.97,56.229,97.53,0.00,692.70
8.63,104.643,98.08,0.00,692.75
8.83,259.059,97.86,0.00,693.12
8.91,494.913,96.69,0.00,693.73
9.41,545.261,95.29,0.00,694.36
10.35,484.995,88.42,0.00,694.82
11.42,696.94,83.76,0.00,695.22
12.83,608.34,76.75,0.00,695.31
13.70,289.134,73.54,0.00,695.01
14.17,242.879,69.01,0.00,694.43
10.23,0,82.14,0.00,694.23
9.55,5.901,93.79,0.00,693.65
8.94,122.358,96.79,0.00,693.45
8.86,304.563,95.49,0.00,693.51
8.99,388.35,94.71,0.00,693.65
8.77,120.283,97.07,0.00,693.98
9.49,484.646,94.58,0.00,694.48
10.74,403.033,86.46,0.00,695.11
11.83,381.093,78.13,0.00,695.49
11.54,450.574,77.91,0.00,695.58
12.95,626.176,73.14,0.00,695.24
13.61,160.68,71.52,0.00,694.69
5.47,0,90.56,0.00,694.79
5.75,22.31,92.72,0.00,694.61
6.96,126.457,89.58,0.00,694.33
7.05,378.879,85.30,0.00,693.99
7.57,437.839,83.09,0.00,694.06
7.83,526.181,84.76,0.00,694.36
8.24,257.49,90.69,0.00,694.84
10.45,329.409,82.05,0.00,695.26
11.71,149.026,78.77,0.00,695.38
13.78,266.919,69.19,0.00,695.18
13.01,344.594,73.89,0.00,694.96
13.59,141.453,72.69,0.00,694.52
9.76,0.002,96.64,0.00,694.46
9.64,5.307,95.72,0.00,694.05
9.53,44.029,95.51,0.00,693.80
9.58,119.875,94.24,0.00,693.72
9.59,182.334,95.83,0.00,693.98
9.59,174.939,97.68,0.00,694.47
9.96,247.259,94.15,0.00,695.03
10.85,360.837,88.07,0.00,695.43
11.49,167.622,87.96,0.00,695.62
11.58,211.403,86.85,0.00,695.62
12.36,165.714,84.14,0.00,695.17
13.51,140.744,78.34,0.00,694.64
9.31,0,88.29,0.00,693.82
9.75,11.332,84.07,0.00,693.29
9.14,125.955,91.22,0.00,692.95
8.77,349.488,95.72,0.00,692.89
9.28,324.611,87.50,0.00,693.23
8.78,387.474,90.69,0.00,693.70
9.93,277.449,87.70,0.00,694.01
11.84,292.181,76.84,0.00,694.47
12.68,288.323,74.59,0.00,694.80
13.48,125.552,72.25,0.00,694.84
13.36,165.718,70.75,0.00,694.62
13.77,109.28,67.95,0.00,694.31
9.19,0,88.56,0.00,693.14
8.88,5.381,93.03,0.00,692.74
8.90,54.54,94.02,0.00,692.51
9.44,137.912,89.83,0.00,692.45
9.20,213.812,92.33,0.00,692.72
9.40,313.5,90.98,0.00,693.15
10.44,544.403,84.62,0.00,693.62
11.31,387.036,82.00,0.00,694.25
12.35,175.138,76.96,0.00,694.77
13.78,326.22,73.49,0.00,694.64
15.02,198.073,69.35,0.00,694.16
15.04,87.548,68.14,0.00,693.66
7.91,0.002,96.87,0.00,693.60
8.57,7.626,97.53,0.00,693.09
8.38,75.922,97.97,0.00,692.97
8.50,140.45,98.01,0.00,692.94
8.74,164.503,97.40,0.00,693.13
9.50,366.371,92.45,0.00,693.38
10.78,483.403,85.69,0.00,693.92
11.79,377.144,82.88,0.00,694.45
12.25,243.849,80.65,0.00,694.79
13.62,207.186,77.87,0.00,694.73
14.86,151.734,72.42,0.00,694.34
15.56,85.402,66.83,0.00,693.69
9.83,0,85.50,0.00,694.42
9.50,12.448,87.46,0.00,694.04
9.03,263.306,91.23,0.00,694.04
8.94,445.962,89.81,0.00,694.09
8.84,509.601,88.23,0.00,694.33
7.90,637.612,89.05,0.00,694.67
10.07,913.523,86.12,0.00,695.15
11.71,450.296,77.40,0.00,695.52
12.80,552.696,73.60,0.00,695.81
14.87,510.423,69.54,0.00,695.64
15.70,268.595,66.77,0.00,695.26
15.26,112.36,67.87,0.00,694.77
9.55,0,78.82,0.00,694.81
7.63,7.067,88.10,0.00,694.32
5.12,142.275,90.58,0.00,694.13
4.74,451.204,91.17,0.00,694.05
4.19,689.507,90.53,0.00,694.29
4.33,582.752,92.10,0.00,694.76
7.38,425.205,87.25,0.00,695.18
11.44,389.574,74.45,0.00,695.56
13.38,410.436,70.63,0.00,695.68
14.36,309.356,68.24,0.00,695.62
13.92,90.282,71.65,0.00,695.32
13.38,99.443,78.44,0.00,694.87
9.49,0,89.84,0.00,693.95
9.07,11.993,93.39,0.00,693.56
8.98,90.586,93.66,0.00,693.10
8.82,193.21,94.63,0.00,693.10
8.82,230.45,96.82,0.00,693.46
8.59,361.933,97.08,0.00,693.63
9.07,499.708,96.62,0.00,694.24
10.44,966.806,89.52,0.00,694.85
11.62,521.355,84.19,0.00,695.04
12.91,336.244,80.73,0.00,694.88
14.14,226.486,76.42,0.00,694.43
16.40,263.113,66.58,0.00,693.93
9.57,0,84.58,0.00,693.76
9.60,7.525,88.37,0.00,693.49
9.29,64.172,90.78,0.00,693.43
9.13,108.317,94.87,0.00,693.39
8.89,374.515,92.81,0.00,693.58
8.86,366.056,95.54,0.00,694.12
9.57,372.675,90.22,0.00,694.60
10.31,330.401,90.38,0.00,695.10
11.63,381.07,84.61,0.00,695.19
12.87,367.189,79.40,0.00,694.98
14.30,400.065,71.65,0.00,694.41
14.40,276.376,72.92,0.00,693.81
10.02,0,96.97,0.00,693.99
9.66,7.83,97.57,0.00,693.50
9.57,107.348,97.79,0.00,693.30
9.54,184.905,97.95,0.00,693.43
9.35,444.969,97.30,0.00,693.80
9.15,242.178,96.08,0.00,694.29
10.13,202.645,91.92,0.00,694.73
10.94,105.289,88.61,0.00,695.45
12.89,293.325,77.49,0.00,695.51
13.00,177.576,79.56,0.00,695.50
11.88,206.841,87.48,0.00,695.36
11.77,120.076,82.58,0.00,694.91
9.09,0,87.66,0.00,695.00
9.59,8.251,84.36,0.00,694.71
9.76,119.723,81.14,0.00,694.44
9.76,257.917,81.68,0.00,694.45
9.31,435.768,88.88,0.00,694.72
8.84,437.092,94.78,0.00,695.16
9.60,433.881,93.70,0.00,695.66
11.20,573.665,81.28,0.00,696.24
12.67,362.024,76.36,0.00,696.60
13.55,377.557,74.29,0.00,696.57
13.38,685.778,75.06,0.00,696.29
15.08,330.158,67.10,0.00,695.67
9.07,0,96.40,0.00,695.33
8.57,7.906,97.33,0.00,694.70
8.59,82.851,97.67,0.00,694.46
8.26,304.318,95.94,0.00,694.40
8.17,317.425,94.87,0.00,694.68
8.42,426.235,94.99,0.00,695.06
9.42,437.135,91.34,0.00,695.69
11.49,665.397,81.69,0.00,696.24
12.40,552.191,79.02,0.00,696.47
13.41,54.574,78.23,0.00,696.42
14.16,133.936,76.62,0.00,695.93
15.07,190.874,71.44,0.00,695.34
9.26,0,93.05,0.00,695.13
9.36,4.332,94.83,0.00,694.69
9.42,54.502,96.55,0.00,694.30
9.22,137.413,96.04,0.00,693.92
8.88,155.002,97.30,0.00,694.29
9.05,124.665,97.23,0.00,694.56
9.30,74.387,95.07,0.00,694.91
10.50,96.974,89.30,0.00,695.64
11.15,206.586,87.15,0.00,696.04
10.87,225.737,90.29,0.00,696.32
9.89,163.908,96.19,0.00,696.38
8.87,174.361,95.89,0.00,696.32
9.04,0,96.80,0.00,695.65
8.90,7.236,97.78,0.00,695.13
8.75,82.297,98.04,0.00,694.78
8.62,265.642,98.12,0.00,694.72
8.47,546.375,98.30,0.00,694.86
8.54,344.102,98.40,0.00,695.24
9.05,523.075,95.90,0.00,695.71
10.42,142.002,88.49,0.00,696.35
12.21,85.033,80.03,0.00,696.66
12.85,68.415,79.93,0.00,696.67
14.42,227.795,67.19,0.00,696.32
12.95,244.119,71.81,0.00,695.70
9.23,0,96.98,0.00,695.49
9.16,2.888,97.08,0.00,695.03
8.98,39.217,97.52,0.00,694.90
8.49,100.396,96.43,0.00,694.87
8.59,177.881,91.96,0.00,695.23
8.25,211.22,93.11,0.00,695.79
8.15,357.803,92.31,0.00,696.63
8.74,198.569,90.95,0.00,697.42
8.90,164.311,91.41,0.00,697.92
9.36,187.119,88.96,0.00,698.02
10.18,140.015,86.26,0.00,697.70
10.23,172.254,86.81,0.00,697.16
7.98,0,88.67,0.00,696.23
7.59,9.308,89.88,0.00,695.77
7.13,188.437,91.98,0.00,695.35
6.88,376.252,92.78,0.00,695.21
6.74,700.026,92.62,0.00,695.46
6.54,1048.611,91.65,0.00,696.10
7.80,681.07,87.79,0.00,696.94
11.34,611.142,73.84,0.00,697.45
13.19,497.592,65.83,0.00,697.57
15.55,1019.724,59.95,0.00,697.14
15.60,804.13,61.02,0.00,696.46
15.87,331.875,60.40,0.00,695.82
8.24,0,85.85,0.00,695.75
7.92,4.807,86.35,0.00,695.33
8.71,65.833,82.19,0.00,695.02
9.04,192.512,81.85,0.00,694.83
7.82,232.498,90.10,0.00,695.27
7.56,387.771,90.51,0.00,695.71
8.71,388.153,86.34,0.00,696.33
10.68,226.105,66.49,0.00,696.84
11.28,215.442,72.83,0.00,697.11
11.67,141.95,77.76,0.00,697.15
12.68,280.999,71.77,0.00,696.90
12.38,194.985,74.28,0.00,696.39
7.01,0,92.37,0.00,696.66
5.79,10.057,91.33,0.00,696.15
4.87,92.701,90.13,0.00,696.20
4.68,454.943,87.03,0.00,696.24
4.56,667.166,86.27,0.00,696.20
4.46,884.548,85.78,0.00,696.54
5.89,1077.229,79.89,0.00,696.89
10.05,1170.79,69.68,0.00,697.49
12.42,849.38,68.66,0.00,697.68
13.82,236.391,64.02,0.00,697.59
15.67,26.474,57.92,0.00,697.06
16.95,25.89,56.20,0.00,696.35
8.67,0,97.67,0.00,696.88
8.28,4.473,97.92,0.00,696.33
7.80,66.731,93.39,0.00,696.17
6.27,139.826,89.70,0.00,696.04
5.40,658.596,90.83,0.00,696.37
6.46,624.798,88.63,0.00,696.86
8.08,354.314,85.26,0.00,697.45
9.57,923.508,78.64,0.00,697.99
11.71,535.941,74.91,0.00,698.20
13.55,631.039,70.76,0.00,698.20
13.96,730.618,66.32,0.00,697.71
15.88,257.716,63.80,0.00,696.79
9.48,0,97.60,0.00,696.21
9.15,5.998,97.27,0.00,695.78
9.09,76.284,97.62,0.00,695.52
9.04,225.854,97.55,0.00,695.50
9.04,445.362,98.03,0.00,695.73
9.09,458.965,97.98,0.00,696.08
9.45,461.73,95.68,0.00,696.48
10.66,628.922,90.88,0.00,697.01
12.30,890.168,80.71,0.00,697.16
12.93,1002.738,77.80,0.00,697.21
13.33,274.6,73.75,0.00,697.07
14.93,53.509,67.84,0.00,696.37
9.00,0,96.78,0.00,695.86
7.96,8.824,97.82,0.00,695.47
7.20,94.129,96.89,0.00,695.31
7.27,212.188,94.64,0.00,695.57
7.45,373.407,91.27,0.00,695.49
7.24,513.244,92.54,0.00,695.88
8.62,425.686,88.90,0.00,696.43
10.48,342.432,81.71,0.00,696.95
11.81,123.315,79.13,0.00,697.11
13.06,98.01,75.28,0.00,697.06
13.71,146.166,70.36,0.00,696.65
13.87,113.025,69.13,0.00,695.99
9.03,0,97.41,0.00,695.72
8.88,8.714,97.64,0.00,695.57
8.75,64.847,97.33,0.00,695.37
8.57,224.501,96.04,0.00,695.29
7.76,292.769,97.22,0.00,695.30
8.40,302.98,98.44,0.00,695.96
8.88,431.152,97.59,0.00,696.69
10.52,446.129,84.70,0.00,697.02
11.02,425.794,82.60,0.00,697.50
12.30,379.616,73.44,0.00,697.42
13.45,851.449,66.96,0.00,696.97
13.86,304.797,67.48,0.00,696.36
8.75,0,95.00,0.00,696.97
8.77,10.359,95.99,0.00,696.63
8.91,90.207,95.08,0.00,696.19
8.58,308.594,96.60,0.00,696.33
8.83,192.282,94.88,0.00,696.41
7.76,396.279,95.27,0.00,696.64
8.25,565.353,96.17,0.00,697.63
11.02,316.634,83.18,0.00,697.91
11.26,265.975,82.86,0.00,698.18
12.54,422.884,75.82,0.00,698.04
13.87,590.212,71.08,0.00,697.67
14.11,346.156,70.17,0.00,697.02
9.15,0,94.64,0.00,696.87
9.07,1.936,94.18,0.00,696.49
8.90,15.93,94.58,0.00,696.19
8.45,24.335,96.89,0.00,696.23
8.44,168.948,97.71,0.00,696.45
8.58,428.257,96.88,0.00,697.04
8.85,425.06,97.21,0.00,697.78
7.98,253.785,92.53,0.00,698.80
7.98,208.519,90.92,0.00,699.34
11.18,190.999,75.21,0.00,699.16
11.96,304.272,75.73,0.00,698.64
11.83,153.774,78.97,0.00,697.96
7.14,0,91.44,0.00,696.26
6.85,5.175,92.38,0.00,695.84
6.98,122.156,91.73,0.00,695.63
7.69,423.266,91.25,0.00,695.51
7.95,502.396,92.90,0.00,695.65
7.89,640.048,94.59,0.00,695.88
8.96,922.712,92.05,0.00,696.54
12.10,654.416,77.11,0.00,696.99
13.48,696.91,73.29,0.00,697.25
13.79,361.72,72.45,0.00,697.38
15.35,300.649,65.62,0.00,696.86
15.63,62.873,65.57,0.00,696.08
9.14,0,95.72,0.00,695.84
8.42,13.552,96.80,0.00,695.30
8.47,85.24,96.46,0.00,695.15
8.47,314.836,94.68,0.00,695.13
8.53,282.675,94.36,0.00,695.28
8.37,307.804,95.50,0.00,695.60
9.18,340.229,93.66,0.00,696.02
11.56,202.912,81.66,0.00,696.56
11.72,546.695,79.41,0.00,696.89
12.38,527.869,77.37,0.00,696.74
13.83,526.213,72.53,0.00,696.25
13.56,275.481,74.19,0.00,695.48
8.34,0,94.28,0.00,696.09
8.13,8.523,94.45,0.00,695.41
7.06,100.875,96.24,0.00,694.97
7.23,230.633,96.03,0.00,695.10
7.49,507.498,93.85,0.00,695.13
6.50,396.657,94.87,0.00,695.49
7.90,311.947,90.99,0.00,696.08
9.50,436.9,89.18,0.00,696.71
12.21,229.307,78.51,0.00,696.82
12.61,177.928,78.85,0.00,696.82
12.11,463.703,81.59,0.00,696.47
13.63,312.971,70.91,0.00,695.80
9.00,0,97.26,0.00,695.52
9.02,11.752,96.67,0.00,695.10
8.81,67.392,96.37,0.00,694.85
8.84,101.1,95.74,0.00,694.79
8.90,295.549,94.59,0.00,694.90
8.79,195.646,94.54,0.00,695.13
9.02,339.961,96.24,0.00,695.87
9.58,272.928,95.48,0.00,696.60
11.05,687.048,87.43,0.00,696.98
11.64,365.471,86.04,0.00,697.01
12.41,168.961,83.43,0.00,696.60
12.69,71.908,78.82,0.00,695.88
8.39,0,97.76,0.00,695.39
8.18,6.166,97.84,0.00,694.66
7.91,102.806,98.09,0.00,694.45
6.96,236.432,97.76,0.00,694.50
6.92,427.649,98.10,0.00,694.67
7.02,625.37,98.57,0.00,695.30
8.10,533.804,97.34,0.00,695.81
9.98,502.562,86.27,0.00,696.30
11.26,569.857,81.03,0.00,696.44
13.73,484.517,74.13,0.00,696.02
13.22,339.623,77.19,0.00,695.84
14.58,223.766,71.29,0.00,695.02
5.48,0,91.31,0.00,694.56
5.21,12.07,92.36,0.00,693.94
5.38,103.967,94.33,0.00,693.70
6.38,475.938,92.94,0.00,693.62
6.78,617.196,93.32,0.00,693.67
6.63,836.792,94.46,0.00,694.08
8.05,669.649,91.87,0.00,694.58
11.50,667.27,78.34,0.00,694.94
13.25,485.757,71.58,0.00,695.14
14.76,554.597,68.15,0.00,694.91
14.49,280.688,68.54,0.00,694.64
15.94,104.793,61.93,0.00,693.92
9.09,0,96.41,0.00,693.77
8.95,15.065,95.63,0.00,693.40
8.29,98.64,96.08,0.00,693.04
8.19,346.399,94.28,0.00,693.06
7.62,332.156,93.28,0.00,693.04
6.46,346.965,92.29,0.00,693.48
7.57,802.086,89.28,0.00,694.12
11.08,116.03,81.23,0.00,694.60
12.70,464.821,74.37,0.00,694.82
12.79,477.972,76.12,0.00,694.79
14.61,203.034,67.42,0.00,694.35
13.44,191.439,71.96,0.00,693.89
8.70,0.012,92.25,0.00,694.14
8.44,6.505,91.99,0.00,693.58
8.36,122.112,96.26,0.00,693.31
8.41,157.695,97.65,0.00,693.47
8.27,292.561,97.98,0.00,693.89
8.24,589.677,98.28,0.00,694.22
9.10,393.812,93.25,0.00,694.74
10.06,561.408,85.70,0.00,695.39
11.61,828.54,76.90,0.00,695.62
13.50,339.532,72.92,0.00,695.43
13.36,300.179,76.07,0.00,695.04
14.59,72.238,66.65,0.00,694.30
9.52,0,84.91,0.00,694.29
9.56,15.999,79.35,0.00,693.81
9.33,84.128,81.68,0.00,693.65
8.99,172.891,88.50,0.00,693.64
8.51,226.286,94.97,0.00,694.02
9.04,397.964,89.92,0.00,694.34
9.52,485.88,89.00,0.00,694.86
10.42,596.366,87.05,0.00,695.43
11.16,493.638,84.26,0.00,695.99
11.93,354.402,80.54,0.00,695.98
13.19,208.243,70.13,0.00,695.65
14.08,152.181,65.74,0.00,695.09
5.77,0,93.79,0.00,694.65
6.66,8.546,94.23,0.00,694.14
7.10,64.591,94.65,0.00,693.86
6.96,304.867,95.96,0.00,693.96
7.44,554.827,95.37,0.00,694.19
7.88,574.622,94.08,0.00,694.47
8.63,555.458,91.82,0.00,694.93
10.68,439.133,81.77,0.00,695.29
13.39,549.779,68.19,0.00,695.35
14.04,525.616,70.74,0.00,695.31
13.92,440.032,70.70,0.00,695.01
14.76,266.434,64.62,0.00,694.41
7.54,0,92.73,0.00,694.32
7.30,12.737,91.99,0.00,694.00
7.52,156.304,91.43,0.00,693.82
7.80,225.34,92.20,0.00,694.02
8.07,409.357,97.26,0.00,694.22
8.32,232.735,97.88,0.00,694.54
9.78,108.07,90.93,0.00,695.04
10.60,287.573,85.53,0.00,695.85
13.04,172.803,69.80,0.00,696.01
12.50,82.464,68.80,0.00,696.13
12.29,119.22,71.87,0.00,695.75
13.69,134.715,63.15,0.00,695.03
7.82,0,88.53,0.00,695.55
6.65,13.591,92.99,0.00,695.23
7.11,94.73,92.96,0.00,694.95
6.31,334.555,94.42,0.00,694.70
5.58,573.134,94.53,0.00,694.91
5.03,396.715,93.98,0.00,695.37
7.07,510.109,90.53,0.00,696.01
9.97,480.17,81.31,0.00,696.41
12.59,417.867,70.74,0.00,696.49
13.62,284.283,67.36,0.00,696.42
13.93,143.001,69.02,0.00,696.10
15.02,127.211,61.65,0.00,695.57
9.49,0,84.69,0.00,695.72
9.58,10.834,82.57,0.00,695.26
8.64,86.952,92.19,0.00,695.28
8.23,198.235,94.12,0.00,695.21
8.06,285.491,93.93,0.00,695.34
8.38,335.072,92.13,0.00,695.67
9.24,666.257,88.40,0.00,696.18
10.60,666.755,82.22,0.00,696.75
11.52,318.55,79.55,0.00,697.02
11.92,480.573,79.14,0.00,697.19
14.10,264.42,66.39,0.00,696.63
15.58,161.851,58.77,0.00,695.88
7.51,0,94.57,0.00,696.11
7.28,4.641,96.84,0.00,695.77
7.71,53.137,98.17,0.00,695.41
7.81,139.143,97.85,0.00,695.24
8.01,240.812,97.37,0.00,695.43
8.28,407.729,97.49,0.00,695.77
8.88,341.309,94.26,0.00,696.14
10.21,58.452,85.86,0.00,696.57
10.75,97.101,87.53,0.00,697.00
11.90,208.014,80.64,0.00,696.92
12.66,134.679,71.71,0.00,696.54
11.86,113.71,74.38,0.00,696.05
6.76,0,92.72,0.00,696.31
7.52,9.734,93.45,0.00,696.21
7.95,73.867,95.56,0.00,696.11
8.20,184.041,94.96,0.00,696.22
7.92,375.232,96.03,0.00,696.33
7.95,684.777,96.75,0.00,696.63
8.98,373.154,94.28,0.00,697.31
10.69,1063.538,80.40,0.00,697.83
12.30,797.344,76.09,0.00,698.03
13.82,424.67,72.59,0.00,697.91
14.13,198.587,63.27,0.00,697.46
16.57,188.486,55.92,0.00,697.13
6.65,0,87.32,0.00,696.44
7.18,10.259,86.86,0.00,695.87
6.42,60.567,90.67,0.00,695.51
6.26,80.939,90.87,0.00,695.44
5.85,156.506,93.38,0.00,696.11
7.22,170.727,90.00,0.00,696.43
8.14,350.98,89.96,0.00,697.09
9.16,460.166,87.38,0.00,697.86
10.09,271.311,82.72,0.00,698.37
10.82,291.438,79.33,0.00,698.34
12.37,197.047,72.71,0.00,697.98
13.74,157.539,65.96,0.00,697.14
6.84,0,91.69,0.00,695.91
6.35,24.63,92.24,0.00,695.28
7.00,183.89,90.62,0.00,694.96
6.78,254.768,91.84,0.00,695.09
6.07,577.75,93.68,0.00,695.41
6.68,566.594,92.59,0.00,695.74
9.03,121.828,84.71,0.00,696.36
11.70,280.772,73.77,0.00,696.99
13.18,236.392,70.08,0.00,697.15
14.47,439.473,63.90,0.00,697.04
13.34,173.196,66.37,0.00,696.86
14.62,234.401,61.31,0.00,696.17
9.26,0,95.56,0.00,695.77
8.83,4.275,97.66,0.00,695.10
8.71,39.035,97.84,0.00,694.88
8.53,79.696,98.12,0.00,694.90
8.21,66.39,97.27,0.00,695.20
8.23,212.516,96.47,0.00,695.72
8.82,364.655,94.48,0.00,696.49
9.47,488.224,92.52,0.00,697.32
9.44,796.926,93.97,0.00,697.90
9.39,853.326,91.01,0.00,698.01
11.10,670.862,82.49,0.00,697.62
12.20,240.011,75.58,0.00,696.99
8.44,0,95.53,0.00,696.11
8.03,19.285,95.09,0.00,695.67
7.81,208.664,94.79,0.00,695.40
7.40,433.161,95.60,0.00,695.39
6.00,713.705,96.85,0.00,695.62
5.37,904.019,96.57,0.00,695.93
8.15,1021.239,89.07,0.00,696.43
11.66,890.874,75.15,0.00,696.98
13.49,117.965,71.14,0.00,697.21
14.88,194.34,67.95,0.00,697.02
16.27,76.304,64.87,0.00,696.46
16.90,37.701,62.58,0.00,695.38
6.98,0,90.46,0.00,695.97
6.90,17.989,90.62,0.00,695.54
6.89,175.25,91.04,0.00,695.15
6.61,357.978,89.89,0.00,695.10
5.59,420.727,92.68,0.00,695.24
5.24,481.767,90.87,0.00,695.56
7.55,642.664,84.04,0.00,696.27
11.23,288.047,76.34,0.00,696.94
11.97,50.325,76.61,0.00,697.10
13.32,22.373,72.21,0.00,696.76
14.98,72.093,66.49,0.00,696.14
15.22,127.045,63.04,0.00,695.41
6.80,0,93.31,0.00,695.44
6.37,12.02,95.34,0.00,694.92
6.54,161.129,90.54,0.00,694.56
6.47,479.378,88.94,0.00,694.47
5.22,682.13,90.20,0.00,694.66
5.51,837.366,88.94,0.00,695.35
7.70,851.533,83.45,0.00,695.93
11.69,523.6,73.50,0.00,696.43
13.27,174.171,70.96,0.00,696.57
15.03,189.606,68.25,0.00,696.33
15.74,214.731,66.92,0.00,695.85
15.49,76.803,66.02,0.00,695.08
7.05,0,92.26,0.00,695.38
6.48,16.445,93.57,0.00,694.98
6.22,172.987,93.91,0.00,694.52
5.90,488.628,94.52,0.00,694.64
6.10,712.09,92.10,0.00,694.85
6.47,890.124,89.41,0.00,695.13
9.01,344.553,83.18,0.00,695.51
11.48,223.607,78.06,0.00,696.08
13.42,407.249,73.93,0.00,696.21
14.94,651.583,66.70,0.00,696.21
14.51,281.205,66.39,0.00,695.86
14.59,197.994,65.18,0.00,695.30
8.87,0.001,94.87,0.00,695.06
8.79,15.215,97.57,0.00,694.76
8.47,170.609,97.69,0.00,694.46
8.18,447.319,97.51,0.00,694.44
7.92,596.82,98.15,0.00,694.60
7.51,377.423,96.36,0.00,695.07
7.74,208.485,91.98,0.00,695.68
11.82,296.504,77.28,0.00,696.21
12.78,698.707,72.34,0.00,696.27
12.74,497.782,77.22,0.00,696.39
10.40,295.642,90.94,0.00,696.69
10.40,142.862,84.48,0.00,696.07
8.78,0,94.86,0.00,694.84
8.67,14.195,94.51,0.00,694.47
8.47,110.898,95.00,0.00,694.26
8.89,158.334,87.40,0.00,694.08
8.29,235.956,94.65,0.00,694.41
7.66,545.88,98.35,0.00,694.81
8.39,667.96,98.10,0.00,695.44
9.65,886.187,90.93,0.00,696.14
10.90,935.984,83.54,0.00,696.28
12.67,681.1,79.78,0.00,696.21
13.26,371.07,75.38,0.00,696.00
14.06,110.995,69.83,0.00,695.59
8.93,0,94.98,0.00,694.58
9.29,9.109,89.14,0.00,694.15
9.00,47.411,89.03,0.00,693.94
8.91,174.098,89.53,0.00,693.99
8.85,405.887,93.46,0.00,694.31
8.75,489.358,96.68,0.00,694.68
9.07,846.498,94.46,0.00,695.34
10.46,546.338,87.30,0.00,695.88
12.43,716.647,76.10,0.00,695.97
13.10,617.775,72.33,0.00,695.84
14.91,286.325,67.63,0.00,695.48
14.73,144.806,69.61,0.00,694.97
8.34,0.001,97.13,0.00,695.72
7.93,7.992,97.17,0.00,695.25
8.01,90.999,98.10,0.00,694.98
7.14,253.944,97.30,0.00,694.67
7.29,395.454,97.69,0.00,695.06
7.82,488.603,95.35,0.00,695.36
8.90,323.994,90.06,0.00,695.89
10.24,372.299,87.15,0.00,696.44
11.67,409.613,82.46,0.00,696.59
13.04,367.65,77.79,0.00,696.34
12.96,189.382,77.62,0.00,696.11
13.27,122.966,76.40,0.00,695.82
8.14,0.015,94.12,0.00,696.26
8.11,8.338,94.81,0.00,695.87
7.95,156.839,96.87,0.00,695.46
7.76,313.534,97.44,0.00,695.21
7.60,417.068,98.63,0.00,695.39
7.61,719.987,98.83,0.00,695.72
8.70,592.389,95.07,0.00,696.00
10.77,641.188,83.48,0.00,696.48
11.81,570.004,81.60,0.00,696.64
13.29,398.465,78.24,0.00,696.43
13.79,298.432,74.88,0.00,696.16
14.95,128.939,67.72,0.00,695.35
8.59,0,97.45,0.00,695.26
8.62,8.714,96.02,0.00,694.78
8.82,63.941,90.98,0.00,694.57
8.32,166.025,93.03,0.00,694.37
7.38,269.879,95.10,0.00,694.41
7.48,635.9,96.11,0.00,694.62
8.93,798.589,90.41,0.00,695.14
9.69,834.926,90.11,0.00,695.93
10.64,561.288,90.52,0.00,696.25
12.05,344.93,84.99,0.00,696.21
13.54,212.982,77.75,0.00,696.01
13.87,117.606,74.08,0.00,695.55
8.86,0,86.25,0.00,694.86
8.48,13.277,91.20,0.00,694.22
8.52,71.062,91.03,0.00,694.02
8.35,158.159,94.35,0.00,694.14
8.06,286.346,96.01,0.00,694.28
8.31,552.94,96.19,0.00,694.79
8.94,766.178,95.68,0.00,695.36
9.73,901.464,91.48,0.00,696.03
11.45,601.756,82.73,0.00,696.39
12.96,505.936,77.20,0.00,696.31
14.37,456.623,69.71,0.00,696.01
15.01,241.199,70.20,0.00,695.35
8.09,0.002,93.86,0.00,694.79
7.85,5.697,96.95,0.00,694.40
